Datetime,PJMW_MW
2004-07-31 01:00:00,5448.0
2004-07-31 02:00:00,5137.0
2004-07-31 03:00:00,5020.0
2004-07-31 04:00:00,4902.0
2004-07-31 05:00:00,4847.0
2004-07-31 06:00:00,4928.0
2004-07-31 07:00:00,5018.0
2004-07-31 08:00:00,5286.0
2004-07-31 09:00:00,5692.0
2004-07-31 10:00:00,6104.0
2004-07-31 11:00:00,6356.0
2004-07-31 12:00:00,6482.0
2004-07-31 13:00:00,6524.0
2004-07-31 14:00:00,6488.0
2004-07-31 15:00:00,6466.0
2004-07-31 16:00:00,6443.0
2004-07-31 17:00:00,6466.0
2004-07-31 18:00:00,6376.0
2004-07-31 19:00:00,6262.0
2004-07-31 20:00:00,6157.0
2004-07-31 21:00:00,6135.0
2004-07-31 22:00:00,6125.0
2004-07-31 23:00:00,5841.0
2004-07-31 00:00:00,5910.0
