Datetime,PJMW_MW
2005-06-01 01:00:00,4652.0
2005-06-01 02:00:00,4544.0
2005-06-01 03:00:00,4485.0
2005-06-01 04:00:00,4410.0
2005-06-01 05:00:00,4420.0
2005-06-01 06:00:00,4743.0
2005-06-01 07:00:00,5179.0
2005-06-01 08:00:00,5517.0
2005-06-01 09:00:00,5642.0
2005-06-01 10:00:00,5782.0
2005-06-01 11:00:00,5925.0
2005-06-01 12:00:00,6055.0
2005-06-01 13:00:00,6069.0
2005-06-01 14:00:00,6131.0
2005-06-01 15:00:00,6182.0
2005-06-01 16:00:00,6162.0
2005-06-01 17:00:00,6195.0
2005-06-01 18:00:00,6107.0
2005-06-01 19:00:00,6077.0
2005-06-01 20:00:00,5959.0
2005-06-01 21:00:00,6046.0
2005-06-01 22:00:00,6131.0
2005-06-01 23:00:00,5737.0
2005-06-01 00:00:00,5017.0
