Datetime,PJMW_MW
2009-10-06 01:00:00,4099.0
2009-10-06 02:00:00,3971.0
2009-10-06 03:00:00,3905.0
2009-10-06 04:00:00,3905.0
2009-10-06 05:00:00,4024.0
2009-10-06 06:00:00,4376.0
2009-10-06 07:00:00,4919.0
2009-10-06 08:00:00,5161.0
2009-10-06 09:00:00,5141.0
2009-10-06 10:00:00,5049.0
2009-10-06 11:00:00,5080.0
2009-10-06 12:00:00,5006.0
2009-10-06 13:00:00,4998.0
2009-10-06 14:00:00,5006.0
2009-10-06 15:00:00,4949.0
2009-10-06 16:00:00,4948.0
2009-10-06 17:00:00,4989.0
2009-10-06 18:00:00,4975.0
2009-10-06 19:00:00,5168.0
2009-10-06 20:00:00,5428.0
2009-10-06 21:00:00,5367.0
2009-10-06 22:00:00,5104.0
2009-10-06 23:00:00,4729.0
2009-10-06 00:00:00,4352.0
