Datetime,PJMW_MW
2012-02-03 01:00:00,5352.0
2012-02-03 02:00:00,5227.0
2012-02-03 03:00:00,5198.0
2012-02-03 04:00:00,5249.0
2012-02-03 05:00:00,5418.0
2012-02-03 06:00:00,5819.0
2012-02-03 07:00:00,6413.0
2012-02-03 08:00:00,6689.0
2012-02-03 09:00:00,6551.0
2012-02-03 10:00:00,6322.0
2012-02-03 11:00:00,6094.0
2012-02-03 12:00:00,5883.0
2012-02-03 13:00:00,5681.0
2012-02-03 14:00:00,5568.0
2012-02-03 15:00:00,5403.0
2012-02-03 16:00:00,5370.0
2012-02-03 17:00:00,5448.0
2012-02-03 18:00:00,5715.0
2012-02-03 19:00:00,6064.0
2012-02-03 20:00:00,6031.0
2012-02-03 21:00:00,6116.0
2012-02-03 22:00:00,5999.0
2012-02-03 23:00:00,5762.0
2012-02-03 00:00:00,5460.0
