Datetime,PJMW_MW
2018-03-30 01:00:00,4436.0
2018-03-30 02:00:00,4254.0
2018-03-30 03:00:00,4185.0
2018-03-30 04:00:00,4164.0
2018-03-30 05:00:00,4211.0
2018-03-30 06:00:00,4497.0
2018-03-30 07:00:00,4797.0
2018-03-30 08:00:00,5026.0
2018-03-30 09:00:00,5274.0
2018-03-30 10:00:00,5367.0
2018-03-30 11:00:00,5504.0
2018-03-30 12:00:00,5549.0
2018-03-30 13:00:00,5486.0
2018-03-30 14:00:00,5372.0
2018-03-30 15:00:00,5414.0
2018-03-30 16:00:00,5421.0
2018-03-30 17:00:00,5414.0
2018-03-30 18:00:00,5402.0
2018-03-30 19:00:00,5401.0
2018-03-30 20:00:00,5446.0
2018-03-30 21:00:00,5617.0
2018-03-30 22:00:00,5530.0
2018-03-30 23:00:00,5450.0
2018-03-30 00:00:00,4650.0
