Datetime,PJMW_MW
2007-05-08 01:00:00,4239.0
2007-05-08 02:00:00,4087.0
2007-05-08 03:00:00,4030.0
2007-05-08 04:00:00,4068.0
2007-05-08 05:00:00,4172.0
2007-05-08 06:00:00,4508.0
2007-05-08 07:00:00,5007.0
2007-05-08 08:00:00,5235.0
2007-05-08 09:00:00,5216.0
2007-05-08 10:00:00,5298.0
2007-05-08 11:00:00,5310.0
2007-05-08 12:00:00,5286.0
2007-05-08 13:00:00,5370.0
2007-05-08 14:00:00,5332.0
2007-05-08 15:00:00,5347.0
2007-05-08 16:00:00,5351.0
2007-05-08 17:00:00,5445.0
2007-05-08 18:00:00,5433.0
2007-05-08 19:00:00,5414.0
2007-05-08 20:00:00,5441.0
2007-05-08 21:00:00,5623.0
2007-05-08 22:00:00,5644.0
2007-05-08 23:00:00,5116.0
2007-05-08 00:00:00,4507.0
