Datetime,PJMW_MW
2013-11-05 01:00:00,5107.0
2013-11-05 02:00:00,4996.0
2013-11-05 03:00:00,4987.0
2013-11-05 04:00:00,5023.0
2013-11-05 05:00:00,5208.0
2013-11-05 06:00:00,5522.0
2013-11-05 07:00:00,6035.0
2013-11-05 08:00:00,6102.0
2013-11-05 09:00:00,6007.0
2013-11-05 10:00:00,5864.0
2013-11-05 11:00:00,5760.0
2013-11-05 12:00:00,5681.0
2013-11-05 13:00:00,5592.0
2013-11-05 14:00:00,5433.0
2013-11-05 15:00:00,5342.0
2013-11-05 16:00:00,5304.0
2013-11-05 17:00:00,5512.0
2013-11-05 18:00:00,5885.0
2013-11-05 19:00:00,6020.0
2013-11-05 20:00:00,6030.0
2013-11-05 21:00:00,5918.0
2013-11-05 22:00:00,5570.0
2013-11-05 23:00:00,5252.0
2013-11-05 00:00:00,5314.0
