Datetime,PJMW_MW
2016-05-25 01:00:00,4263.0
2016-05-25 02:00:00,4156.0
2016-05-25 03:00:00,3959.0
2016-05-25 04:00:00,3982.0
2016-05-25 05:00:00,4097.0
2016-05-25 06:00:00,4308.0
2016-05-25 07:00:00,4667.0
2016-05-25 08:00:00,4879.0
2016-05-25 09:00:00,4950.0
2016-05-25 10:00:00,5119.0
2016-05-25 11:00:00,5349.0
2016-05-25 12:00:00,5556.0
2016-05-25 13:00:00,5588.0
2016-05-25 14:00:00,5751.0
2016-05-25 15:00:00,5861.0
2016-05-25 16:00:00,6002.0
2016-05-25 17:00:00,6122.0
2016-05-25 18:00:00,6128.0
2016-05-25 19:00:00,6038.0
2016-05-25 20:00:00,5891.0
2016-05-25 21:00:00,5963.0
2016-05-25 22:00:00,5869.0
2016-05-25 23:00:00,5351.0
2016-05-25 00:00:00,4680.0
