Datetime,PJMW_MW
2006-04-03 01:00:00,4086.0
2006-04-03 02:00:00,3972.0
2006-04-03 03:00:00,3892.0
2006-04-03 04:00:00,3909.0
2006-04-03 05:00:00,3988.0
2006-04-03 06:00:00,4327.0
2006-04-03 07:00:00,4937.0
2006-04-03 08:00:00,5232.0
2006-04-03 09:00:00,5242.0
2006-04-03 10:00:00,5213.0
2006-04-03 11:00:00,5320.0
2006-04-03 12:00:00,5323.0
2006-04-03 13:00:00,5254.0
2006-04-03 14:00:00,5227.0
2006-04-03 15:00:00,5124.0
2006-04-03 16:00:00,5121.0
2006-04-03 17:00:00,5154.0
2006-04-03 18:00:00,5213.0
2006-04-03 19:00:00,5389.0
2006-04-03 20:00:00,5579.0
2006-04-03 21:00:00,5613.0
2006-04-03 22:00:00,5396.0
2006-04-03 23:00:00,5086.0
2006-04-03 00:00:00,4295.0
