Datetime,PJMW_MW
2004-05-07 01:00:00,4685.0
2004-05-07 02:00:00,4538.0
2004-05-07 03:00:00,4513.0
2004-05-07 04:00:00,4456.0
2004-05-07 05:00:00,4450.0
2004-05-07 06:00:00,4718.0
2004-05-07 07:00:00,5204.0
2004-05-07 08:00:00,5556.0
2004-05-07 09:00:00,5670.0
2004-05-07 10:00:00,5850.0
2004-05-07 11:00:00,5941.0
2004-05-07 12:00:00,6005.0
2004-05-07 13:00:00,6068.0
2004-05-07 14:00:00,6142.0
2004-05-07 15:00:00,6093.0
2004-05-07 16:00:00,6000.0
2004-05-07 17:00:00,5927.0
2004-05-07 18:00:00,5812.0
2004-05-07 19:00:00,5711.0
2004-05-07 20:00:00,5605.0
2004-05-07 21:00:00,5559.0
2004-05-07 22:00:00,5662.0
2004-05-07 23:00:00,5236.0
2004-05-07 00:00:00,5076.0
