Datetime,PJMW_MW
2008-07-13 01:00:00,5241.0
2008-07-13 02:00:00,4862.0
2008-07-13 03:00:00,4658.0
2008-07-13 04:00:00,4474.0
2008-07-13 05:00:00,4386.0
2008-07-13 06:00:00,4386.0
2008-07-13 07:00:00,4345.0
2008-07-13 08:00:00,4569.0
2008-07-13 09:00:00,5076.0
2008-07-13 10:00:00,5545.0
2008-07-13 11:00:00,5867.0
2008-07-13 12:00:00,6102.0
2008-07-13 13:00:00,6329.0
2008-07-13 14:00:00,6374.0
2008-07-13 15:00:00,6453.0
2008-07-13 16:00:00,6373.0
2008-07-13 17:00:00,6272.0
2008-07-13 18:00:00,6235.0
2008-07-13 19:00:00,6149.0
2008-07-13 20:00:00,6015.0
2008-07-13 21:00:00,5899.0
2008-07-13 22:00:00,5880.0
2008-07-13 23:00:00,5534.0
2008-07-13 00:00:00,5696.0
