Datetime,PJMW_MW
2008-12-30 01:00:00,5147.0
2008-12-30 02:00:00,4971.0
2008-12-30 03:00:00,4906.0
2008-12-30 04:00:00,4930.0
2008-12-30 05:00:00,5024.0
2008-12-30 06:00:00,5273.0
2008-12-30 07:00:00,5659.0
2008-12-30 08:00:00,5933.0
2008-12-30 09:00:00,5998.0
2008-12-30 10:00:00,6055.0
2008-12-30 11:00:00,6054.0
2008-12-30 12:00:00,5958.0
2008-12-30 13:00:00,5781.0
2008-12-30 14:00:00,5702.0
2008-12-30 15:00:00,5535.0
2008-12-30 16:00:00,5438.0
2008-12-30 17:00:00,5613.0
2008-12-30 18:00:00,6189.0
2008-12-30 19:00:00,6387.0
2008-12-30 20:00:00,6428.0
2008-12-30 21:00:00,6446.0
2008-12-30 22:00:00,6257.0
2008-12-30 23:00:00,5934.0
2008-12-30 00:00:00,5442.0
