Datetime,PJMW_MW
2011-05-06 01:00:00,4377.0
2011-05-06 02:00:00,4186.0
2011-05-06 03:00:00,4232.0
2011-05-06 04:00:00,4215.0
2011-05-06 05:00:00,4360.0
2011-05-06 06:00:00,4722.0
2011-05-06 07:00:00,5128.0
2011-05-06 08:00:00,5279.0
2011-05-06 09:00:00,5306.0
2011-05-06 10:00:00,5231.0
2011-05-06 11:00:00,5249.0
2011-05-06 12:00:00,5192.0
2011-05-06 13:00:00,5132.0
2011-05-06 14:00:00,5156.0
2011-05-06 15:00:00,5028.0
2011-05-06 16:00:00,4967.0
2011-05-06 17:00:00,4993.0
2011-05-06 18:00:00,4903.0
2011-05-06 19:00:00,4862.0
2011-05-06 20:00:00,4858.0
2011-05-06 21:00:00,5062.0
2011-05-06 22:00:00,5039.0
2011-05-06 23:00:00,4699.0
2011-05-06 00:00:00,4581.0
