Datetime,PJMW_MW
2011-01-25 01:00:00,6051.0
2011-01-25 02:00:00,5882.0
2011-01-25 03:00:00,5838.0
2011-01-25 04:00:00,5830.0
2011-01-25 05:00:00,5963.0
2011-01-25 06:00:00,6297.0
2011-01-25 07:00:00,6832.0
2011-01-25 08:00:00,7054.0
2011-01-25 09:00:00,6931.0
2011-01-25 10:00:00,6865.0
2011-01-25 11:00:00,6781.0
2011-01-25 12:00:00,6704.0
2011-01-25 13:00:00,6565.0
2011-01-25 14:00:00,6477.0
2011-01-25 15:00:00,6379.0
2011-01-25 16:00:00,6383.0
2011-01-25 17:00:00,6400.0
2011-01-25 18:00:00,6755.0
2011-01-25 19:00:00,7012.0
2011-01-25 20:00:00,7032.0
2011-01-25 21:00:00,7007.0
2011-01-25 22:00:00,6774.0
2011-01-25 23:00:00,6428.0
2011-01-25 00:00:00,6267.0
