Datetime,PJMW_MW
2017-06-15 01:00:00,5358.0
2017-06-15 02:00:00,5027.0
2017-06-15 03:00:00,4882.0
2017-06-15 04:00:00,4808.0
2017-06-15 05:00:00,4779.0
2017-06-15 06:00:00,4955.0
2017-06-15 07:00:00,5241.0
2017-06-15 08:00:00,5566.0
2017-06-15 09:00:00,5839.0
2017-06-15 10:00:00,6140.0
2017-06-15 11:00:00,6579.0
2017-06-15 12:00:00,6909.0
2017-06-15 13:00:00,7167.0
2017-06-15 14:00:00,7368.0
2017-06-15 15:00:00,7501.0
2017-06-15 16:00:00,7573.0
2017-06-15 17:00:00,7429.0
2017-06-15 18:00:00,7223.0
2017-06-15 19:00:00,7061.0
2017-06-15 20:00:00,6929.0
2017-06-15 21:00:00,6788.0
2017-06-15 22:00:00,6600.0
2017-06-15 23:00:00,6099.0
2017-06-15 00:00:00,5787.0
