Datetime,PJMW_MW
2018-02-19 01:00:00,5523.0
2018-02-19 02:00:00,5446.0
2018-02-19 03:00:00,5396.0
2018-02-19 04:00:00,5427.0
2018-02-19 05:00:00,5469.0
2018-02-19 06:00:00,5747.0
2018-02-19 07:00:00,6111.0
2018-02-19 08:00:00,6276.0
2018-02-19 09:00:00,6344.0
2018-02-19 10:00:00,6382.0
2018-02-19 11:00:00,6364.0
2018-02-19 12:00:00,6273.0
2018-02-19 13:00:00,6107.0
2018-02-19 14:00:00,5948.0
2018-02-19 15:00:00,5840.0
2018-02-19 16:00:00,5754.0
2018-02-19 17:00:00,5802.0
2018-02-19 18:00:00,5897.0
2018-02-19 19:00:00,6142.0
2018-02-19 20:00:00,6130.0
2018-02-19 21:00:00,5984.0
2018-02-19 22:00:00,5682.0
2018-02-19 23:00:00,5317.0
2018-02-19 00:00:00,5618.0
