Datetime,PJMW_MW
2002-08-13 01:00:00,5495.0
2002-08-13 02:00:00,5235.0
2002-08-13 03:00:00,5011.0
2002-08-13 04:00:00,4917.0
2002-08-13 05:00:00,4945.0
2002-08-13 06:00:00,5060.0
2002-08-13 07:00:00,5378.0
2002-08-13 08:00:00,5691.0
2002-08-13 09:00:00,6062.0
2002-08-13 10:00:00,6440.0
2002-08-13 11:00:00,6788.0
2002-08-13 12:00:00,7107.0
2002-08-13 13:00:00,7452.0
2002-08-13 14:00:00,7717.0
2002-08-13 15:00:00,7860.0
2002-08-13 16:00:00,7926.0
2002-08-13 17:00:00,8035.0
2002-08-13 18:00:00,8069.0
2002-08-13 19:00:00,7938.0
2002-08-13 20:00:00,7707.0
2002-08-13 21:00:00,7632.0
2002-08-13 22:00:00,7374.0
2002-08-13 23:00:00,6829.0
2002-08-13 00:00:00,5937.0
