Datetime,PJMW_MW
2013-06-27 01:00:00,5088.0
2013-06-27 02:00:00,4769.0
2013-06-27 03:00:00,4604.0
2013-06-27 04:00:00,4445.0
2013-06-27 05:00:00,4508.0
2013-06-27 06:00:00,4708.0
2013-06-27 07:00:00,4990.0
2013-06-27 08:00:00,5276.0
2013-06-27 09:00:00,5485.0
2013-06-27 10:00:00,5804.0
2013-06-27 11:00:00,6060.0
2013-06-27 12:00:00,6265.0
2013-06-27 13:00:00,6367.0
2013-06-27 14:00:00,6473.0
2013-06-27 15:00:00,6317.0
2013-06-27 16:00:00,6252.0
2013-06-27 17:00:00,6286.0
2013-06-27 18:00:00,6322.0
2013-06-27 19:00:00,6263.0
2013-06-27 20:00:00,6190.0
2013-06-27 21:00:00,6110.0
2013-06-27 22:00:00,6103.0
2013-06-27 23:00:00,5700.0
2013-06-27 00:00:00,5557.0
