Datetime,PJMW_MW
2012-07-31 01:00:00,5162.0
2012-07-31 02:00:00,4846.0
2012-07-31 03:00:00,4642.0
2012-07-31 04:00:00,4553.0
2012-07-31 05:00:00,4610.0
2012-07-31 06:00:00,4725.0
2012-07-31 07:00:00,5027.0
2012-07-31 08:00:00,5325.0
2012-07-31 09:00:00,5643.0
2012-07-31 10:00:00,5996.0
2012-07-31 11:00:00,6350.0
2012-07-31 12:00:00,6686.0
2012-07-31 13:00:00,6984.0
2012-07-31 14:00:00,7312.0
2012-07-31 15:00:00,7452.0
2012-07-31 16:00:00,7491.0
2012-07-31 17:00:00,7431.0
2012-07-31 18:00:00,7240.0
2012-07-31 19:00:00,6911.0
2012-07-31 20:00:00,6708.0
2012-07-31 21:00:00,6543.0
2012-07-31 22:00:00,6351.0
2012-07-31 23:00:00,5934.0
2012-07-31 00:00:00,5621.0
