Datetime,PJMW_MW
2006-09-05 01:00:00,4105.0
2006-09-05 02:00:00,4038.0
2006-09-05 03:00:00,3992.0
2006-09-05 04:00:00,3956.0
2006-09-05 05:00:00,4039.0
2006-09-05 06:00:00,4332.0
2006-09-05 07:00:00,4903.0
2006-09-05 08:00:00,5204.0
2006-09-05 09:00:00,5288.0
2006-09-05 10:00:00,5382.0
2006-09-05 11:00:00,5442.0
2006-09-05 12:00:00,5522.0
2006-09-05 13:00:00,5574.0
2006-09-05 14:00:00,5589.0
2006-09-05 15:00:00,5489.0
2006-09-05 16:00:00,5500.0
2006-09-05 17:00:00,5551.0
2006-09-05 18:00:00,5459.0
2006-09-05 19:00:00,5460.0
2006-09-05 20:00:00,5562.0
2006-09-05 21:00:00,5795.0
2006-09-05 22:00:00,5541.0
2006-09-05 23:00:00,5079.0
2006-09-05 00:00:00,4364.0
