Datetime,PJMW_MW
2003-09-12 01:00:00,4697.0
2003-09-12 02:00:00,4477.0
2003-09-12 03:00:00,4379.0
2003-09-12 04:00:00,4404.0
2003-09-12 05:00:00,4426.0
2003-09-12 06:00:00,4660.0
2003-09-12 07:00:00,5253.0
2003-09-12 08:00:00,5460.0
2003-09-12 09:00:00,5573.0
2003-09-12 10:00:00,5705.0
2003-09-12 11:00:00,5805.0
2003-09-12 12:00:00,5812.0
2003-09-12 13:00:00,5834.0
2003-09-12 14:00:00,5885.0
2003-09-12 15:00:00,5831.0
2003-09-12 16:00:00,5785.0
2003-09-12 17:00:00,5770.0
2003-09-12 18:00:00,5713.0
2003-09-12 19:00:00,5614.0
2003-09-12 20:00:00,5664.0
2003-09-12 21:00:00,5723.0
2003-09-12 22:00:00,5500.0
2003-09-12 23:00:00,5191.0
2003-09-12 00:00:00,5069.0
