Datetime,PJMW_MW
2015-01-05 01:00:00,5229.0
2015-01-05 02:00:00,5175.0
2015-01-05 03:00:00,5190.0
2015-01-05 04:00:00,5248.0
2015-01-05 05:00:00,5443.0
2015-01-05 06:00:00,5863.0
2015-01-05 07:00:00,6497.0
2015-01-05 08:00:00,6871.0
2015-01-05 09:00:00,6914.0
2015-01-05 10:00:00,6895.0
2015-01-05 11:00:00,6892.0
2015-01-05 12:00:00,6861.0
2015-01-05 13:00:00,6834.0
2015-01-05 14:00:00,6746.0
2015-01-05 15:00:00,6697.0
2015-01-05 16:00:00,6763.0
2015-01-05 17:00:00,7019.0
2015-01-05 18:00:00,7580.0
2015-01-05 19:00:00,7770.0
2015-01-05 20:00:00,7747.0
2015-01-05 21:00:00,7696.0
2015-01-05 22:00:00,7471.0
2015-01-05 23:00:00,7118.0
2015-01-05 00:00:00,5350.0
