Datetime,COMED_MW
2013-01-09 01:00:00,10617.0
2013-01-09 02:00:00,10080.0
2013-01-09 03:00:00,9749.0
2013-01-09 04:00:00,9564.0
2013-01-09 05:00:00,9587.0
2013-01-09 06:00:00,9808.0
2013-01-09 07:00:00,10562.0
2013-01-09 08:00:00,11802.0
2013-01-09 09:00:00,12376.0
2013-01-09 10:00:00,12230.0
2013-01-09 11:00:00,12187.0
2013-01-09 12:00:00,12134.0
2013-01-09 13:00:00,12078.0
2013-01-09 14:00:00,12006.0
2013-01-09 15:00:00,11950.0
2013-01-09 16:00:00,11851.0
2013-01-09 17:00:00,11799.0
2013-01-09 18:00:00,12362.0
2013-01-09 19:00:00,13144.0
2013-01-09 20:00:00,13017.0
2013-01-09 21:00:00,12858.0
2013-01-09 22:00:00,12583.0
2013-01-09 23:00:00,12068.0
2013-01-09 00:00:00,11419.0
