Datetime,COMED_MW
2015-04-15 01:00:00,9071.0
2015-04-15 02:00:00,8602.0
2015-04-15 03:00:00,8324.0
2015-04-15 04:00:00,8183.0
2015-04-15 05:00:00,8154.0
2015-04-15 06:00:00,8409.0
2015-04-15 07:00:00,9077.0
2015-04-15 08:00:00,9955.0
2015-04-15 09:00:00,10563.0
2015-04-15 10:00:00,10799.0
2015-04-15 11:00:00,10883.0
2015-04-15 12:00:00,11059.0
2015-04-15 13:00:00,11110.0
2015-04-15 14:00:00,11089.0
2015-04-15 15:00:00,11133.0
2015-04-15 16:00:00,11046.0
2015-04-15 17:00:00,10856.0
2015-04-15 18:00:00,10744.0
2015-04-15 19:00:00,10581.0
2015-04-15 20:00:00,10399.0
2015-04-15 21:00:00,10739.0
2015-04-15 22:00:00,10973.0
2015-04-15 23:00:00,10571.0
2015-04-15 00:00:00,9661.0
