Datetime,COMED_MW
2015-12-21 01:00:00,9670.0
2015-12-21 02:00:00,9285.0
2015-12-21 03:00:00,9084.0
2015-12-21 04:00:00,8979.0
2015-12-21 05:00:00,8984.0
2015-12-21 06:00:00,9246.0
2015-12-21 07:00:00,9891.0
2015-12-21 08:00:00,10866.0
2015-12-21 09:00:00,11580.0
2015-12-21 10:00:00,11732.0
2015-12-21 11:00:00,11908.0
2015-12-21 12:00:00,11919.0
2015-12-21 13:00:00,11939.0
2015-12-21 14:00:00,11842.0
2015-12-21 15:00:00,11709.0
2015-12-21 16:00:00,11640.0
2015-12-21 17:00:00,11690.0
2015-12-21 18:00:00,12227.0
2015-12-21 19:00:00,12574.0
2015-12-21 20:00:00,12340.0
2015-12-21 21:00:00,12137.0
2015-12-21 22:00:00,11878.0
2015-12-21 23:00:00,11428.0
2015-12-21 00:00:00,10300.0
