Datetime,COMED_MW
2011-03-08 01:00:00,10596.0
2011-03-08 02:00:00,10116.0
2011-03-08 03:00:00,9859.0
2011-03-08 04:00:00,9691.0
2011-03-08 05:00:00,9659.0
2011-03-08 06:00:00,9923.0
2011-03-08 07:00:00,10662.0
2011-03-08 08:00:00,11599.0
2011-03-08 09:00:00,12137.0
2011-03-08 10:00:00,12247.0
2011-03-08 11:00:00,12162.0
2011-03-08 12:00:00,12161.0
2011-03-08 13:00:00,12083.0
2011-03-08 14:00:00,12020.0
2011-03-08 15:00:00,12012.0
2011-03-08 16:00:00,11943.0
2011-03-08 17:00:00,11973.0
2011-03-08 18:00:00,12292.0
2011-03-08 19:00:00,12707.0
2011-03-08 20:00:00,13144.0
2011-03-08 21:00:00,12850.0
2011-03-08 22:00:00,12529.0
2011-03-08 23:00:00,11942.0
2011-03-08 00:00:00,11337.0
