Datetime,COMED_MW
2017-06-05 01:00:00,11140.0
2017-06-05 02:00:00,10283.0
2017-06-05 03:00:00,9698.0
2017-06-05 04:00:00,9253.0
2017-06-05 05:00:00,9036.0
2017-06-05 06:00:00,9139.0
2017-06-05 07:00:00,9534.0
2017-06-05 08:00:00,10545.0
2017-06-05 09:00:00,11695.0
2017-06-05 10:00:00,12516.0
2017-06-05 11:00:00,12989.0
2017-06-05 12:00:00,13257.0
2017-06-05 13:00:00,13275.0
2017-06-05 14:00:00,13293.0
2017-06-05 15:00:00,13302.0
2017-06-05 16:00:00,13263.0
2017-06-05 17:00:00,13170.0
2017-06-05 18:00:00,13060.0
2017-06-05 19:00:00,12776.0
2017-06-05 20:00:00,12292.0
2017-06-05 21:00:00,11748.0
2017-06-05 22:00:00,11465.0
2017-06-05 23:00:00,11186.0
2017-06-05 00:00:00,12284.0
