Datetime,COMED_MW
2016-09-01 01:00:00,10633.0
2016-09-01 02:00:00,9937.0
2016-09-01 03:00:00,9471.0
2016-09-01 04:00:00,9158.0
2016-09-01 05:00:00,9160.0
2016-09-01 06:00:00,9295.0
2016-09-01 07:00:00,9902.0
2016-09-01 08:00:00,10831.0
2016-09-01 09:00:00,11501.0
2016-09-01 10:00:00,12071.0
2016-09-01 11:00:00,12480.0
2016-09-01 12:00:00,12877.0
2016-09-01 13:00:00,13044.0
2016-09-01 14:00:00,13096.0
2016-09-01 15:00:00,13188.0
2016-09-01 16:00:00,13256.0
2016-09-01 17:00:00,13161.0
2016-09-01 18:00:00,13087.0
2016-09-01 19:00:00,12865.0
2016-09-01 20:00:00,12361.0
2016-09-01 21:00:00,12298.0
2016-09-01 22:00:00,12340.0
2016-09-01 23:00:00,11827.0
2016-09-01 00:00:00,11593.0
