Datetime,COMED_MW
2017-09-19 01:00:00,10127.0
2017-09-19 02:00:00,9614.0
2017-09-19 03:00:00,9231.0
2017-09-19 04:00:00,8999.0
2017-09-19 05:00:00,8855.0
2017-09-19 06:00:00,9039.0
2017-09-19 07:00:00,9730.0
2017-09-19 08:00:00,10919.0
2017-09-19 09:00:00,11629.0
2017-09-19 10:00:00,12067.0
2017-09-19 11:00:00,12451.0
2017-09-19 12:00:00,12865.0
2017-09-19 13:00:00,13341.0
2017-09-19 14:00:00,13938.0
2017-09-19 15:00:00,14426.0
2017-09-19 16:00:00,14598.0
2017-09-19 17:00:00,14719.0
2017-09-19 18:00:00,14773.0
2017-09-19 19:00:00,14415.0
2017-09-19 20:00:00,13775.0
2017-09-19 21:00:00,13721.0
2017-09-19 22:00:00,13185.0
2017-09-19 23:00:00,12359.0
2017-09-19 00:00:00,11031.0
