Datetime,COMED_MW
2016-05-07 01:00:00,9460.0
2016-05-07 02:00:00,8856.0
2016-05-07 03:00:00,8457.0
2016-05-07 04:00:00,8259.0
2016-05-07 05:00:00,8071.0
2016-05-07 06:00:00,8102.0
2016-05-07 07:00:00,8203.0
2016-05-07 08:00:00,8357.0
2016-05-07 09:00:00,8808.0
2016-05-07 10:00:00,9223.0
2016-05-07 11:00:00,9393.0
2016-05-07 12:00:00,9472.0
2016-05-07 13:00:00,9457.0
2016-05-07 14:00:00,9319.0
2016-05-07 15:00:00,9186.0
2016-05-07 16:00:00,9078.0
2016-05-07 17:00:00,9011.0
2016-05-07 18:00:00,8926.0
2016-05-07 19:00:00,8892.0
2016-05-07 20:00:00,8816.0
2016-05-07 21:00:00,8942.0
2016-05-07 22:00:00,9364.0
2016-05-07 23:00:00,9222.0
2016-05-07 00:00:00,10222.0
