Datetime,COMED_MW
2014-04-20 01:00:00,8582.0
2014-04-20 02:00:00,8148.0
2014-04-20 03:00:00,7833.0
2014-04-20 04:00:00,7678.0
2014-04-20 05:00:00,7548.0
2014-04-20 06:00:00,7610.0
2014-04-20 07:00:00,7681.0
2014-04-20 08:00:00,7705.0
2014-04-20 09:00:00,7878.0
2014-04-20 10:00:00,8174.0
2014-04-20 11:00:00,8309.0
2014-04-20 12:00:00,8464.0
2014-04-20 13:00:00,8501.0
2014-04-20 14:00:00,8547.0
2014-04-20 15:00:00,8480.0
2014-04-20 16:00:00,8474.0
2014-04-20 17:00:00,8433.0
2014-04-20 18:00:00,8479.0
2014-04-20 19:00:00,8502.0
2014-04-20 20:00:00,8557.0
2014-04-20 21:00:00,8961.0
2014-04-20 22:00:00,9530.0
2014-04-20 23:00:00,9341.0
2014-04-20 00:00:00,9156.0
