Datetime,COMED_MW
2014-03-21 01:00:00,10257.0
2014-03-21 02:00:00,9754.0
2014-03-21 03:00:00,9450.0
2014-03-21 04:00:00,9331.0
2014-03-21 05:00:00,9303.0
2014-03-21 06:00:00,9543.0
2014-03-21 07:00:00,10254.0
2014-03-21 08:00:00,11399.0
2014-03-21 09:00:00,11853.0
2014-03-21 10:00:00,11926.0
2014-03-21 11:00:00,11852.0
2014-03-21 12:00:00,11767.0
2014-03-21 13:00:00,11617.0
2014-03-21 14:00:00,11446.0
2014-03-21 15:00:00,11401.0
2014-03-21 16:00:00,11197.0
2014-03-21 17:00:00,11009.0
2014-03-21 18:00:00,10975.0
2014-03-21 19:00:00,11000.0
2014-03-21 20:00:00,11138.0
2014-03-21 21:00:00,11540.0
2014-03-21 22:00:00,11370.0
2014-03-21 23:00:00,11041.0
2014-03-21 00:00:00,10960.0
