Datetime,COMED_MW
2015-10-17 01:00:00,9128.0
2015-10-17 02:00:00,8639.0
2015-10-17 03:00:00,8404.0
2015-10-17 04:00:00,8226.0
2015-10-17 05:00:00,8159.0
2015-10-17 06:00:00,8246.0
2015-10-17 07:00:00,8506.0
2015-10-17 08:00:00,9046.0
2015-10-17 09:00:00,9298.0
2015-10-17 10:00:00,9586.0
2015-10-17 11:00:00,9716.0
2015-10-17 12:00:00,9755.0
2015-10-17 13:00:00,9663.0
2015-10-17 14:00:00,9528.0
2015-10-17 15:00:00,9322.0
2015-10-17 16:00:00,9197.0
2015-10-17 17:00:00,9106.0
2015-10-17 18:00:00,9108.0
2015-10-17 19:00:00,9217.0
2015-10-17 20:00:00,9792.0
2015-10-17 21:00:00,10001.0
2015-10-17 22:00:00,9882.0
2015-10-17 23:00:00,9666.0
2015-10-17 00:00:00,9754.0
