Datetime,COMED_MW
2017-08-23 01:00:00,10416.0
2017-08-23 02:00:00,9703.0
2017-08-23 03:00:00,9217.0
2017-08-23 04:00:00,8907.0
2017-08-23 05:00:00,8734.0
2017-08-23 06:00:00,8840.0
2017-08-23 07:00:00,9381.0
2017-08-23 08:00:00,10123.0
2017-08-23 09:00:00,10924.0
2017-08-23 10:00:00,11608.0
2017-08-23 11:00:00,12089.0
2017-08-23 12:00:00,12594.0
2017-08-23 13:00:00,12967.0
2017-08-23 14:00:00,13254.0
2017-08-23 15:00:00,13539.0
2017-08-23 16:00:00,13736.0
2017-08-23 17:00:00,13831.0
2017-08-23 18:00:00,13782.0
2017-08-23 19:00:00,13521.0
2017-08-23 20:00:00,12959.0
2017-08-23 21:00:00,12558.0
2017-08-23 22:00:00,12593.0
2017-08-23 23:00:00,11923.0
2017-08-23 00:00:00,11478.0
