Datetime,COMED_MW
2017-07-21 01:00:00,13408.0
2017-07-21 02:00:00,12371.0
2017-07-21 03:00:00,11674.0
2017-07-21 04:00:00,11241.0
2017-07-21 05:00:00,10935.0
2017-07-21 06:00:00,10979.0
2017-07-21 07:00:00,11426.0
2017-07-21 08:00:00,12215.0
2017-07-21 09:00:00,13405.0
2017-07-21 10:00:00,14596.0
2017-07-21 11:00:00,15581.0
2017-07-21 12:00:00,16459.0
2017-07-21 13:00:00,17122.0
2017-07-21 14:00:00,17679.0
2017-07-21 15:00:00,18309.0
2017-07-21 16:00:00,18626.0
2017-07-21 17:00:00,18506.0
2017-07-21 18:00:00,17952.0
2017-07-21 19:00:00,17237.0
2017-07-21 20:00:00,16656.0
2017-07-21 21:00:00,16227.0
2017-07-21 22:00:00,15986.0
2017-07-21 23:00:00,15187.0
2017-07-21 00:00:00,14627.0
