Datetime,COMED_MW
2015-03-29 01:00:00,9946.0
2015-03-29 02:00:00,9579.0
2015-03-29 03:00:00,9328.0
2015-03-29 04:00:00,9239.0
2015-03-29 05:00:00,9144.0
2015-03-29 06:00:00,9201.0
2015-03-29 07:00:00,9303.0
2015-03-29 08:00:00,9557.0
2015-03-29 09:00:00,9487.0
2015-03-29 10:00:00,9731.0
2015-03-29 11:00:00,9919.0
2015-03-29 12:00:00,10204.0
2015-03-29 13:00:00,10436.0
2015-03-29 14:00:00,10550.0
2015-03-29 15:00:00,10544.0
2015-03-29 16:00:00,10452.0
2015-03-29 17:00:00,10118.0
2015-03-29 18:00:00,10006.0
2015-03-29 19:00:00,10093.0
2015-03-29 20:00:00,10389.0
2015-03-29 21:00:00,10720.0
2015-03-29 22:00:00,10643.0
2015-03-29 23:00:00,10310.0
2015-03-29 00:00:00,10428.0
