Datetime,COMED_MW
2013-08-20 01:00:00,12193.0
2013-08-20 02:00:00,11261.0
2013-08-20 03:00:00,10600.0
2013-08-20 04:00:00,10207.0
2013-08-20 05:00:00,9971.0
2013-08-20 06:00:00,10089.0
2013-08-20 07:00:00,10714.0
2013-08-20 08:00:00,11568.0
2013-08-20 09:00:00,12633.0
2013-08-20 10:00:00,13703.0
2013-08-20 11:00:00,14649.0
2013-08-20 12:00:00,15593.0
2013-08-20 13:00:00,16313.0
2013-08-20 14:00:00,16887.0
2013-08-20 15:00:00,17535.0
2013-08-20 16:00:00,17866.0
2013-08-20 17:00:00,18095.0
2013-08-20 18:00:00,18187.0
2013-08-20 19:00:00,18018.0
2013-08-20 20:00:00,17436.0
2013-08-20 21:00:00,16831.0
2013-08-20 22:00:00,16713.0
2013-08-20 23:00:00,15802.0
2013-08-20 00:00:00,13440.0
