Datetime,COMED_MW
2016-04-26 01:00:00,9874.0
2016-04-26 02:00:00,9160.0
2016-04-26 03:00:00,8586.0
2016-04-26 04:00:00,8261.0
2016-04-26 05:00:00,8045.0
2016-04-26 06:00:00,8167.0
2016-04-26 07:00:00,8747.0
2016-04-26 08:00:00,9538.0
2016-04-26 09:00:00,10217.0
2016-04-26 10:00:00,10584.0
2016-04-26 11:00:00,10706.0
2016-04-26 12:00:00,10805.0
2016-04-26 13:00:00,10821.0
2016-04-26 14:00:00,10784.0
2016-04-26 15:00:00,10829.0
2016-04-26 16:00:00,10737.0
2016-04-26 17:00:00,10618.0
2016-04-26 18:00:00,10552.0
2016-04-26 19:00:00,10566.0
2016-04-26 20:00:00,10503.0
2016-04-26 21:00:00,10743.0
2016-04-26 22:00:00,10932.0
2016-04-26 23:00:00,10524.0
2016-04-26 00:00:00,10747.0
