Datetime,COMED_MW
2017-10-25 01:00:00,9290.0
2017-10-25 02:00:00,8858.0
2017-10-25 03:00:00,8602.0
2017-10-25 04:00:00,8474.0
2017-10-25 05:00:00,8467.0
2017-10-25 06:00:00,8683.0
2017-10-25 07:00:00,9431.0
2017-10-25 08:00:00,10564.0
2017-10-25 09:00:00,11173.0
2017-10-25 10:00:00,11214.0
2017-10-25 11:00:00,11175.0
2017-10-25 12:00:00,11091.0
2017-10-25 13:00:00,11057.0
2017-10-25 14:00:00,10944.0
2017-10-25 15:00:00,10906.0
2017-10-25 16:00:00,10795.0
2017-10-25 17:00:00,10647.0
2017-10-25 18:00:00,10537.0
2017-10-25 19:00:00,10610.0
2017-10-25 20:00:00,11158.0
2017-10-25 21:00:00,11172.0
2017-10-25 22:00:00,10972.0
2017-10-25 23:00:00,10537.0
2017-10-25 00:00:00,9911.0
