Datetime,COMED_MW
2011-04-12 01:00:00,9274.0
2011-04-12 02:00:00,8705.0
2011-04-12 03:00:00,8412.0
2011-04-12 04:00:00,8246.0
2011-04-12 05:00:00,8188.0
2011-04-12 06:00:00,8432.0
2011-04-12 07:00:00,9120.0
2011-04-12 08:00:00,10117.0
2011-04-12 09:00:00,10781.0
2011-04-12 10:00:00,11083.0
2011-04-12 11:00:00,11185.0
2011-04-12 12:00:00,11307.0
2011-04-12 13:00:00,11288.0
2011-04-12 14:00:00,11283.0
2011-04-12 15:00:00,11314.0
2011-04-12 16:00:00,11180.0
2011-04-12 17:00:00,11028.0
2011-04-12 18:00:00,10874.0
2011-04-12 19:00:00,10719.0
2011-04-12 20:00:00,10590.0
2011-04-12 21:00:00,11003.0
2011-04-12 22:00:00,11433.0
2011-04-12 23:00:00,11007.0
2011-04-12 00:00:00,10072.0
