Datetime,COMED_MW
2014-12-18 01:00:00,11283.0
2014-12-18 02:00:00,10654.0
2014-12-18 03:00:00,10355.0
2014-12-18 04:00:00,10198.0
2014-12-18 05:00:00,10170.0
2014-12-18 06:00:00,10438.0
2014-12-18 07:00:00,11228.0
2014-12-18 08:00:00,12379.0
2014-12-18 09:00:00,12865.0
2014-12-18 10:00:00,12931.0
2014-12-18 11:00:00,13040.0
2014-12-18 12:00:00,13051.0
2014-12-18 13:00:00,12966.0
2014-12-18 14:00:00,12841.0
2014-12-18 15:00:00,12829.0
2014-12-18 16:00:00,12759.0
2014-12-18 17:00:00,12840.0
2014-12-18 18:00:00,13667.0
2014-12-18 19:00:00,14095.0
2014-12-18 20:00:00,13923.0
2014-12-18 21:00:00,13716.0
2014-12-18 22:00:00,13429.0
2014-12-18 23:00:00,12907.0
2014-12-18 00:00:00,12179.0
