Datetime,COMED_MW
2016-05-19 01:00:00,8926.0
2016-05-19 02:00:00,8441.0
2016-05-19 03:00:00,8188.0
2016-05-19 04:00:00,8026.0
2016-05-19 05:00:00,8001.0
2016-05-19 06:00:00,8247.0
2016-05-19 07:00:00,8729.0
2016-05-19 08:00:00,9569.0
2016-05-19 09:00:00,10285.0
2016-05-19 10:00:00,10636.0
2016-05-19 11:00:00,10878.0
2016-05-19 12:00:00,11085.0
2016-05-19 13:00:00,11184.0
2016-05-19 14:00:00,11210.0
2016-05-19 15:00:00,11278.0
2016-05-19 16:00:00,11233.0
2016-05-19 17:00:00,11119.0
2016-05-19 18:00:00,10936.0
2016-05-19 19:00:00,10779.0
2016-05-19 20:00:00,10554.0
2016-05-19 21:00:00,10384.0
2016-05-19 22:00:00,10643.0
2016-05-19 23:00:00,10421.0
2016-05-19 00:00:00,9639.0
