Datetime,COMED_MW
2015-08-29 01:00:00,10094.0
2015-08-29 02:00:00,9471.0
2015-08-29 03:00:00,9033.0
2015-08-29 04:00:00,8718.0
2015-08-29 05:00:00,8583.0
2015-08-29 06:00:00,8556.0
2015-08-29 07:00:00,8778.0
2015-08-29 08:00:00,9152.0
2015-08-29 09:00:00,9505.0
2015-08-29 10:00:00,10016.0
2015-08-29 11:00:00,10493.0
2015-08-29 12:00:00,10790.0
2015-08-29 13:00:00,10974.0
2015-08-29 14:00:00,10980.0
2015-08-29 15:00:00,10961.0
2015-08-29 16:00:00,10919.0
2015-08-29 17:00:00,10883.0
2015-08-29 18:00:00,10865.0
2015-08-29 19:00:00,10873.0
2015-08-29 20:00:00,10899.0
2015-08-29 21:00:00,11183.0
2015-08-29 22:00:00,11219.0
2015-08-29 23:00:00,10920.0
2015-08-29 00:00:00,10840.0
