Datetime,COMED_MW
2013-03-12 01:00:00,10707.0
2013-03-12 02:00:00,10196.0
2013-03-12 03:00:00,9889.0
2013-03-12 04:00:00,9733.0
2013-03-12 05:00:00,9698.0
2013-03-12 06:00:00,9963.0
2013-03-12 07:00:00,10684.0
2013-03-12 08:00:00,11934.0
2013-03-12 09:00:00,12578.0
2013-03-12 10:00:00,12640.0
2013-03-12 11:00:00,12625.0
2013-03-12 12:00:00,12523.0
2013-03-12 13:00:00,12492.0
2013-03-12 14:00:00,12413.0
2013-03-12 15:00:00,12497.0
2013-03-12 16:00:00,12451.0
2013-03-12 17:00:00,12420.0
2013-03-12 18:00:00,12498.0
2013-03-12 19:00:00,12455.0
2013-03-12 20:00:00,12689.0
2013-03-12 21:00:00,13197.0
2013-03-12 22:00:00,13091.0
2013-03-12 23:00:00,12637.0
2013-03-12 00:00:00,11446.0
