Datetime,COMED_MW
2013-07-28 01:00:00,8870.0
2013-07-28 02:00:00,8371.0
2013-07-28 03:00:00,8043.0
2013-07-28 04:00:00,7814.0
2013-07-28 05:00:00,7643.0
2013-07-28 06:00:00,7664.0
2013-07-28 07:00:00,7652.0
2013-07-28 08:00:00,7607.0
2013-07-28 09:00:00,7779.0
2013-07-28 10:00:00,8219.0
2013-07-28 11:00:00,8637.0
2013-07-28 12:00:00,8930.0
2013-07-28 13:00:00,9109.0
2013-07-28 14:00:00,9229.0
2013-07-28 15:00:00,9269.0
2013-07-28 16:00:00,9387.0
2013-07-28 17:00:00,9395.0
2013-07-28 18:00:00,9500.0
2013-07-28 19:00:00,9558.0
2013-07-28 20:00:00,9576.0
2013-07-28 21:00:00,9575.0
2013-07-28 22:00:00,9900.0
2013-07-28 23:00:00,9976.0
2013-07-28 00:00:00,9393.0
