Datetime,COMED_MW
2012-11-23 01:00:00,8316.0
2012-11-23 02:00:00,8014.0
2012-11-23 03:00:00,7841.0
2012-11-23 04:00:00,7742.0
2012-11-23 05:00:00,7759.0
2012-11-23 06:00:00,8010.0
2012-11-23 07:00:00,8477.0
2012-11-23 08:00:00,9154.0
2012-11-23 09:00:00,9494.0
2012-11-23 10:00:00,9845.0
2012-11-23 11:00:00,10172.0
2012-11-23 12:00:00,10367.0
2012-11-23 13:00:00,10474.0
2012-11-23 14:00:00,10446.0
2012-11-23 15:00:00,10376.0
2012-11-23 16:00:00,10446.0
2012-11-23 17:00:00,10632.0
2012-11-23 18:00:00,11328.0
2012-11-23 19:00:00,11850.0
2012-11-23 20:00:00,11714.0
2012-11-23 21:00:00,11527.0
2012-11-23 22:00:00,11247.0
2012-11-23 23:00:00,10914.0
2012-11-23 00:00:00,8666.0
