Datetime,COMED_MW
2011-09-19 01:00:00,8809.0
2011-09-19 02:00:00,8468.0
2011-09-19 03:00:00,8208.0
2011-09-19 04:00:00,8163.0
2011-09-19 05:00:00,8122.0
2011-09-19 06:00:00,8368.0
2011-09-19 07:00:00,9027.0
2011-09-19 08:00:00,10316.0
2011-09-19 09:00:00,11165.0
2011-09-19 10:00:00,11599.0
2011-09-19 11:00:00,11793.0
2011-09-19 12:00:00,12002.0
2011-09-19 13:00:00,12072.0
2011-09-19 14:00:00,12055.0
2011-09-19 15:00:00,12087.0
2011-09-19 16:00:00,11999.0
2011-09-19 17:00:00,11859.0
2011-09-19 18:00:00,11772.0
2011-09-19 19:00:00,11608.0
2011-09-19 20:00:00,11447.0
2011-09-19 21:00:00,11958.0
2011-09-19 22:00:00,11751.0
2011-09-19 23:00:00,11164.0
2011-09-19 00:00:00,9428.0
