Datetime,COMED_MW
2011-12-31 01:00:00,9970.0
2011-12-31 02:00:00,9428.0
2011-12-31 03:00:00,9059.0
2011-12-31 04:00:00,8817.0
2011-12-31 05:00:00,8743.0
2011-12-31 06:00:00,8735.0
2011-12-31 07:00:00,8993.0
2011-12-31 08:00:00,9363.0
2011-12-31 09:00:00,9545.0
2011-12-31 10:00:00,9676.0
2011-12-31 11:00:00,9937.0
2011-12-31 12:00:00,10139.0
2011-12-31 13:00:00,10326.0
2011-12-31 14:00:00,10359.0
2011-12-31 15:00:00,10293.0
2011-12-31 16:00:00,10240.0
2011-12-31 17:00:00,10416.0
2011-12-31 18:00:00,11225.0
2011-12-31 19:00:00,11907.0
2011-12-31 20:00:00,11812.0
2011-12-31 21:00:00,11542.0
2011-12-31 22:00:00,11149.0
2011-12-31 23:00:00,10855.0
2011-12-31 00:00:00,10728.0
