Datetime,COMED_MW
2015-11-24 01:00:00,10219.0
2015-11-24 02:00:00,9767.0
2015-11-24 03:00:00,9557.0
2015-11-24 04:00:00,9432.0
2015-11-24 05:00:00,9442.0
2015-11-24 06:00:00,9742.0
2015-11-24 07:00:00,10430.0
2015-11-24 08:00:00,11470.0
2015-11-24 09:00:00,11837.0
2015-11-24 10:00:00,11999.0
2015-11-24 11:00:00,11949.0
2015-11-24 12:00:00,11839.0
2015-11-24 13:00:00,11861.0
2015-11-24 14:00:00,11570.0
2015-11-24 15:00:00,11503.0
2015-11-24 16:00:00,11426.0
2015-11-24 17:00:00,11452.0
2015-11-24 18:00:00,12087.0
2015-11-24 19:00:00,12603.0
2015-11-24 20:00:00,12397.0
2015-11-24 21:00:00,12222.0
2015-11-24 22:00:00,11935.0
2015-11-24 23:00:00,11500.0
2015-11-24 00:00:00,10903.0
