Datetime,COMED_MW
2015-08-13 01:00:00,11478.0
2015-08-13 02:00:00,10630.0
2015-08-13 03:00:00,10054.0
2015-08-13 04:00:00,9651.0
2015-08-13 05:00:00,9472.0
2015-08-13 06:00:00,9539.0
2015-08-13 07:00:00,10107.0
2015-08-13 08:00:00,10883.0
2015-08-13 09:00:00,11889.0
2015-08-13 10:00:00,12917.0
2015-08-13 11:00:00,13818.0
2015-08-13 12:00:00,14738.0
2015-08-13 13:00:00,15415.0
2015-08-13 14:00:00,15999.0
2015-08-13 15:00:00,16564.0
2015-08-13 16:00:00,16951.0
2015-08-13 17:00:00,17126.0
2015-08-13 18:00:00,17216.0
2015-08-13 19:00:00,16802.0
2015-08-13 20:00:00,15897.0
2015-08-13 21:00:00,15392.0
2015-08-13 22:00:00,15384.0
2015-08-13 23:00:00,14800.0
2015-08-13 00:00:00,12631.0
