Datetime,COMED_MW
2015-06-25 01:00:00,11087.0
2015-06-25 02:00:00,10321.0
2015-06-25 03:00:00,9799.0
2015-06-25 04:00:00,9522.0
2015-06-25 05:00:00,9407.0
2015-06-25 06:00:00,9519.0
2015-06-25 07:00:00,10020.0
2015-06-25 08:00:00,10889.0
2015-06-25 09:00:00,11757.0
2015-06-25 10:00:00,12510.0
2015-06-25 11:00:00,13235.0
2015-06-25 12:00:00,14160.0
2015-06-25 13:00:00,14726.0
2015-06-25 14:00:00,14905.0
2015-06-25 15:00:00,14898.0
2015-06-25 16:00:00,14714.0
2015-06-25 17:00:00,14385.0
2015-06-25 18:00:00,14064.0
2015-06-25 19:00:00,13715.0
2015-06-25 20:00:00,13214.0
2015-06-25 21:00:00,12882.0
2015-06-25 22:00:00,12828.0
2015-06-25 23:00:00,12513.0
2015-06-25 00:00:00,12127.0
