Datetime,COMED_MW
2016-02-23 01:00:00,9849.0
2016-02-23 02:00:00,9480.0
2016-02-23 03:00:00,9286.0
2016-02-23 04:00:00,9233.0
2016-02-23 05:00:00,9244.0
2016-02-23 06:00:00,9513.0
2016-02-23 07:00:00,10314.0
2016-02-23 08:00:00,11314.0
2016-02-23 09:00:00,11736.0
2016-02-23 10:00:00,11818.0
2016-02-23 11:00:00,11722.0
2016-02-23 12:00:00,11626.0
2016-02-23 13:00:00,11507.0
2016-02-23 14:00:00,11376.0
2016-02-23 15:00:00,11302.0
2016-02-23 16:00:00,11215.0
2016-02-23 17:00:00,11098.0
2016-02-23 18:00:00,11201.0
2016-02-23 19:00:00,11758.0
2016-02-23 20:00:00,12185.0
2016-02-23 21:00:00,12074.0
2016-02-23 22:00:00,11820.0
2016-02-23 23:00:00,11342.0
2016-02-23 00:00:00,10491.0
