Datetime,COMED_MW
2012-05-21 01:00:00,10758.0
2012-05-21 02:00:00,9960.0
2012-05-21 03:00:00,9413.0
2012-05-21 04:00:00,9051.0
2012-05-21 05:00:00,8850.0
2012-05-21 06:00:00,8938.0
2012-05-21 07:00:00,9312.0
2012-05-21 08:00:00,10153.0
2012-05-21 09:00:00,10895.0
2012-05-21 10:00:00,11377.0
2012-05-21 11:00:00,11596.0
2012-05-21 12:00:00,11809.0
2012-05-21 13:00:00,11846.0
2012-05-21 14:00:00,11892.0
2012-05-21 15:00:00,12008.0
2012-05-21 16:00:00,11948.0
2012-05-21 17:00:00,11893.0
2012-05-21 18:00:00,11834.0
2012-05-21 19:00:00,11650.0
2012-05-21 20:00:00,11338.0
2012-05-21 21:00:00,11102.0
2012-05-21 22:00:00,11366.0
2012-05-21 23:00:00,11106.0
2012-05-21 00:00:00,11951.0
