Datetime,COMED_MW
2016-08-28 01:00:00,12261.0
2016-08-28 02:00:00,11464.0
2016-08-28 03:00:00,10833.0
2016-08-28 04:00:00,10368.0
2016-08-28 05:00:00,10046.0
2016-08-28 06:00:00,9876.0
2016-08-28 07:00:00,9821.0
2016-08-28 08:00:00,9798.0
2016-08-28 09:00:00,10222.0
2016-08-28 10:00:00,11320.0
2016-08-28 11:00:00,12522.0
2016-08-28 12:00:00,13669.0
2016-08-28 13:00:00,14595.0
2016-08-28 14:00:00,15231.0
2016-08-28 15:00:00,15599.0
2016-08-28 16:00:00,15464.0
2016-08-28 17:00:00,15296.0
2016-08-28 18:00:00,15161.0
2016-08-28 19:00:00,14725.0
2016-08-28 20:00:00,14290.0
2016-08-28 21:00:00,14183.0
2016-08-28 22:00:00,14153.0
2016-08-28 23:00:00,13513.0
2016-08-28 00:00:00,13158.0
