Datetime,AEP_MW
2005-06-08 01:00:00,15446.0
2005-06-08 02:00:00,14583.0
2005-06-08 03:00:00,13831.0
2005-06-08 04:00:00,13413.0
2005-06-08 05:00:00,13298.0
2005-06-08 06:00:00,13748.0
2005-06-08 07:00:00,14577.0
2005-06-08 08:00:00,15753.0
2005-06-08 09:00:00,16915.0
2005-06-08 10:00:00,17908.0
2005-06-08 11:00:00,19012.0
2005-06-08 12:00:00,19766.0
2005-06-08 13:00:00,20690.0
2005-06-08 14:00:00,21153.0
2005-06-08 15:00:00,21491.0
2005-06-08 16:00:00,21412.0
2005-06-08 17:00:00,21219.0
2005-06-08 18:00:00,20803.0
2005-06-08 19:00:00,20218.0
2005-06-08 20:00:00,19630.0
2005-06-08 21:00:00,19222.0
2005-06-08 22:00:00,19297.0
2005-06-08 23:00:00,18142.0
2005-06-08 00:00:00,16870.0
