Datetime,AEP_MW
2005-12-25 01:00:00,13226.0
2005-12-25 02:00:00,12694.0
2005-12-25 03:00:00,12489.0
2005-12-25 04:00:00,12324.0
2005-12-25 05:00:00,12367.0
2005-12-25 06:00:00,12477.0
2005-12-25 07:00:00,13023.0
2005-12-25 08:00:00,13730.0
2005-12-25 09:00:00,14482.0
2005-12-25 10:00:00,14899.0
2005-12-25 11:00:00,14674.0
2005-12-25 12:00:00,14510.0
2005-12-25 13:00:00,14342.0
2005-12-25 14:00:00,13865.0
2005-12-25 15:00:00,13470.0
2005-12-25 16:00:00,13410.0
2005-12-25 17:00:00,13542.0
2005-12-25 18:00:00,14289.0
2005-12-25 19:00:00,14565.0
2005-12-25 20:00:00,14654.0
2005-12-25 21:00:00,14656.0
2005-12-25 22:00:00,14560.0
2005-12-25 23:00:00,14094.0
2005-12-25 00:00:00,13845.0
