Datetime,AEP_MW
2005-01-04 01:00:00,13421.0
2005-01-04 02:00:00,12939.0
2005-01-04 03:00:00,12764.0
2005-01-04 04:00:00,12645.0
2005-01-04 05:00:00,12942.0
2005-01-04 06:00:00,13785.0
2005-01-04 07:00:00,15375.0
2005-01-04 08:00:00,16570.0
2005-01-04 09:00:00,16474.0
2005-01-04 10:00:00,16408.0
2005-01-04 11:00:00,16494.0
2005-01-04 12:00:00,16599.0
2005-01-04 13:00:00,16428.0
2005-01-04 14:00:00,16440.0
2005-01-04 15:00:00,16266.0
2005-01-04 16:00:00,16094.0
2005-01-04 17:00:00,16471.0
2005-01-04 18:00:00,17173.0
2005-01-04 19:00:00,17434.0
2005-01-04 20:00:00,17282.0
2005-01-04 21:00:00,17120.0
2005-01-04 22:00:00,16840.0
2005-01-04 23:00:00,15876.0
2005-01-04 00:00:00,14163.0
