Datetime,FE_MW
2013-08-06 01:00:00,6594.0
2013-08-06 02:00:00,6257.0
2013-08-06 03:00:00,6118.0
2013-08-06 04:00:00,6008.0
2013-08-06 05:00:00,6051.0
2013-08-06 06:00:00,6313.0
2013-08-06 07:00:00,6814.0
2013-08-06 08:00:00,7192.0
2013-08-06 09:00:00,7610.0
2013-08-06 10:00:00,7928.0
2013-08-06 11:00:00,8313.0
2013-08-06 12:00:00,8525.0
2013-08-06 13:00:00,8758.0
2013-08-06 14:00:00,9063.0
2013-08-06 15:00:00,9199.0
2013-08-06 16:00:00,9261.0
2013-08-06 17:00:00,9257.0
2013-08-06 18:00:00,9222.0
2013-08-06 19:00:00,9144.0
2013-08-06 20:00:00,8899.0
2013-08-06 21:00:00,8769.0
2013-08-06 22:00:00,8907.0
2013-08-06 23:00:00,8357.0
2013-08-06 00:00:00,7024.0
