Datetime,FE_MW
2015-11-05 01:00:00,6052.0
2015-11-05 02:00:00,5843.0
2015-11-05 03:00:00,5742.0
2015-11-05 04:00:00,5719.0
2015-11-05 05:00:00,5797.0
2015-11-05 06:00:00,6215.0
2015-11-05 07:00:00,6925.0
2015-11-05 08:00:00,7267.0
2015-11-05 09:00:00,7420.0
2015-11-05 10:00:00,7659.0
2015-11-05 11:00:00,7849.0
2015-11-05 12:00:00,7868.0
2015-11-05 13:00:00,7886.0
2015-11-05 14:00:00,7937.0
2015-11-05 15:00:00,7850.0
2015-11-05 16:00:00,7686.0
2015-11-05 17:00:00,7586.0
2015-11-05 18:00:00,7842.0
2015-11-05 19:00:00,8084.0
2015-11-05 20:00:00,7891.0
2015-11-05 21:00:00,7671.0
2015-11-05 22:00:00,7301.0
2015-11-05 23:00:00,6858.0
2015-11-05 00:00:00,6393.0
