Datetime,FE_MW
2014-08-22 01:00:00,7898.0
2014-08-22 02:00:00,7525.0
2014-08-22 03:00:00,7238.0
2014-08-22 04:00:00,7057.0
2014-08-22 05:00:00,7104.0
2014-08-22 06:00:00,7514.0
2014-08-22 07:00:00,8151.0
2014-08-22 08:00:00,8530.0
2014-08-22 09:00:00,8999.0
2014-08-22 10:00:00,9497.0
2014-08-22 11:00:00,10016.0
2014-08-22 12:00:00,10371.0
2014-08-22 13:00:00,10715.0
2014-08-22 14:00:00,11129.0
2014-08-22 15:00:00,11248.0
2014-08-22 16:00:00,11386.0
2014-08-22 17:00:00,11385.0
2014-08-22 18:00:00,11230.0
2014-08-22 19:00:00,10859.0
2014-08-22 20:00:00,10330.0
2014-08-22 21:00:00,10169.0
2014-08-22 22:00:00,9943.0
2014-08-22 23:00:00,9269.0
2014-08-22 00:00:00,8479.0
