Datetime,FE_MW
2016-05-26 01:00:00,7038.0
2016-05-26 02:00:00,6634.0
2016-05-26 03:00:00,6460.0
2016-05-26 04:00:00,6374.0
2016-05-26 05:00:00,6442.0
2016-05-26 06:00:00,6733.0
2016-05-26 07:00:00,7192.0
2016-05-26 08:00:00,7767.0
2016-05-26 09:00:00,8191.0
2016-05-26 10:00:00,8552.0
2016-05-26 11:00:00,8946.0
2016-05-26 12:00:00,9182.0
2016-05-26 13:00:00,9384.0
2016-05-26 14:00:00,9633.0
2016-05-26 15:00:00,9744.0
2016-05-26 16:00:00,9771.0
2016-05-26 17:00:00,9797.0
2016-05-26 18:00:00,9741.0
2016-05-26 19:00:00,9577.0
2016-05-26 20:00:00,9410.0
2016-05-26 21:00:00,9280.0
2016-05-26 22:00:00,9293.0
2016-05-26 23:00:00,8690.0
2016-05-26 00:00:00,7587.0
