Datetime,FE_MW
2013-06-11 01:00:00,6807.0
2013-06-11 02:00:00,6462.0
2013-06-11 03:00:00,6296.0
2013-06-11 04:00:00,6192.0
2013-06-11 05:00:00,6249.0
2013-06-11 06:00:00,6591.0
2013-06-11 07:00:00,7098.0
2013-06-11 08:00:00,7596.0
2013-06-11 09:00:00,7963.0
2013-06-11 10:00:00,8222.0
2013-06-11 11:00:00,8498.0
2013-06-11 12:00:00,8693.0
2013-06-11 13:00:00,8829.0
2013-06-11 14:00:00,9045.0
2013-06-11 15:00:00,9116.0
2013-06-11 16:00:00,9159.0
2013-06-11 17:00:00,9263.0
2013-06-11 18:00:00,9211.0
2013-06-11 19:00:00,9079.0
2013-06-11 20:00:00,8863.0
2013-06-11 21:00:00,8850.0
2013-06-11 22:00:00,8980.0
2013-06-11 23:00:00,8482.0
2013-06-11 00:00:00,7296.0
