Datetime,FE_MW
2014-06-29 01:00:00,7933.0
2014-06-29 02:00:00,7418.0
2014-06-29 03:00:00,7114.0
2014-06-29 04:00:00,6894.0
2014-06-29 05:00:00,6717.0
2014-06-29 06:00:00,6714.0
2014-06-29 07:00:00,6644.0
2014-06-29 08:00:00,6865.0
2014-06-29 09:00:00,7563.0
2014-06-29 10:00:00,8218.0
2014-06-29 11:00:00,8800.0
2014-06-29 12:00:00,9357.0
2014-06-29 13:00:00,9747.0
2014-06-29 14:00:00,10059.0
2014-06-29 15:00:00,10264.0
2014-06-29 16:00:00,10441.0
2014-06-29 17:00:00,10399.0
2014-06-29 18:00:00,10130.0
2014-06-29 19:00:00,9963.0
2014-06-29 20:00:00,9802.0
2014-06-29 21:00:00,9525.0
2014-06-29 22:00:00,9509.0
2014-06-29 23:00:00,9161.0
2014-06-29 00:00:00,8643.0
