Datetime,FE_MW
2015-02-11 01:00:00,8121.0
2015-02-11 02:00:00,7894.0
2015-02-11 03:00:00,7854.0
2015-02-11 04:00:00,7885.0
2015-02-11 05:00:00,8012.0
2015-02-11 06:00:00,8455.0
2015-02-11 07:00:00,9183.0
2015-02-11 08:00:00,9532.0
2015-02-11 09:00:00,9462.0
2015-02-11 10:00:00,9425.0
2015-02-11 11:00:00,9395.0
2015-02-11 12:00:00,9231.0
2015-02-11 13:00:00,9110.0
2015-02-11 14:00:00,8987.0
2015-02-11 15:00:00,8937.0
2015-02-11 16:00:00,8870.0
2015-02-11 17:00:00,8953.0
2015-02-11 18:00:00,9199.0
2015-02-11 19:00:00,9548.0
2015-02-11 20:00:00,9446.0
2015-02-11 21:00:00,9303.0
2015-02-11 22:00:00,9084.0
2015-02-11 23:00:00,8570.0
2015-02-11 00:00:00,8414.0
